word	jp_defs	pos	hanja	jp_trans
갖다	1.て 2.ので	「보조 동사」		前の言葉の表す行動の結果や状態が維持されるという意を表す「補助動詞」。 前の言葉の表す行動や状態が、後の語の原因や手段・理由になるという意を表す「補助動詞」。
갖은	かずかずの【数数の】	「관형사」		ありとあらゆるさま。または種類の多いさま。
같다	1.おなじだ【同じだ】 2.ようだ 3. 4. 5.らしい 6. 7. 8.ようだ	「형용사」		互いに異ならない。 互いに似ている。 何かと同じ種類に属していることを表す語。 「ある状況や条件ならば」の意を表す語。 「基準に合う」の意を表す語。 「心や考え、状況に応じて」の意で、実際はそうではないことを表す語。 (侮辱する語として）前の語と違いがないことを表す語。 察せられる点がある。
같이	1.いっしょに【一緒に】・ともに【共に】 2.いっしょに【一緒に】 3.ように	「부사」		二人以上が一緒に。 ある物や人と一緒に。 ある状況や行動などが互いに異なることなく。
같이	1.のように 2.のように	「조사」		直前の語と特性が似ていることを表す助詞。 直前の語が表す時期を強調する助詞。
같잖다	1.くだらない 2.くだらない	「형용사」		やることや様子が憎たらしく、気にいらない。 話したり考えたりする価値もないほど、ささやかだ。
개-	むだ【無駄】 3.ちょう【超】	「접사」		「野性の状態である」または「質の落ちている」、「似ているように見えるが違う｣意を付加する接頭辞。 「無駄な」、「余計な」という意を付加する接頭辞。 「程度のひどい」という意を付加する接頭辞。
-개		「접사」		「その行為をするための簡単な道具」の意を付加し、名詞を作る接尾辞。 「その行為をする特性がある人」の意を付加し、名詞を作る接尾辞。
개	こ【個】	「의존 명사」		個々になっているものを数える単位。
개개	ここ【個個】。それぞれ	「부사」		それぞれ別々に。
개골개골	ケロケロ	「부사」		蛙の鳴き声。
개괄적	がいかつてき【概括的】 	「관형사」		重要な内容やだいたいのあらましをまとめたさま。
개국	かこく【ヶ国】	「의존 명사」		国を数える単位。
개굴개굴	ケロケロ	「부사」		蛙の鳴き声。
개년	かねん【ヶ年】	「의존 명사」	個年	年数を数える単位。
개념적	がいねんてき【概念的】	「관형사」		ある物事についての一般的な知識や考えに関するさま。 
개략적	がいりゃくてき【概略的】	「관형사」		ある出来事や事件の内容を簡略にまとめたさま。 
개방적	1.かいほうてき【開放的】  2.かいほうてき【開放的】 	「관형사」		社会の風習や制度などが自由で、開かれているさま。 思いや態度が自由で、開かれているさま。 
개별적	こべつてき【個別的】 	「관형사」		一つずつ個々に分けられているさま。
개성적	こせいてき【個性的】 	「관형사」		他と比較して異なる特性を持っているさま。
개소	かしょ【ヶ所】	「의존 명사」	個所	場所の数を数える単位。
개연적	がいぜんてき【蓋然的】 	「관형사」		一般的にある事柄が起こる可能性があるさま。
개운하다	1.さっぱりする。すっきりする 2.さっぱりする。あっさりする	「형용사」		気持ちや体が爽快で軽い。 料理の味がしつこくなく、いやみがない。
개월	かげつ【ヶ月】	「의존 명사」	個月	月数を数える単位。
개인적	こじんてき【個人的】 	「관형사」		個人が持っているさま。また、個人と関係しているさま。 
개조	かじょう【ヶ条】	「의존 명사」		法律や規定を成す個々の項目を数える単位。
개탄스럽다	なげかわしい【嘆かわしい】	「형용사」	慨歎스럽다	悔しく感じたり残念に思って嘆くほどだ。
개혁적	かいかくてき【改革的】。かくしんてき【革新的】	「관형사」		不合理な制度や機構などを新しく改めるさま。
개활하다	かいかつだ【開豁だ】。かいかづだ【快闊だ】	「형용사」	開豁하다	場所がひろびろとして眺めがよく視界が遠くまで広がっている。
-객	きゃく【客】	「접사」	客	「客」または「人」の意を付加する接尾辞。 
객관적	きゃっかんてき【客観的】	「관형사」		個人の思い込みや感情に偏ることなく、事柄や物事をそのまま見たり考えたりするさま。
갸륵하다	きとくだ【奇特だ】。けなげだ【健気だ】。しゅしょうだ【殊勝だ】	「형용사」		心や言行などが善良で、すぐれている。
갸륵하다	いじらしい。かれんだ【可憐だ】	「형용사」		身の上があわれでかわいそうだ。
갸름하다	ほそながめだ【細長めだ】	「형용사」		やや細くて長めである。
갸우뚱	ややななめに【やや斜めに】	「부사」		物体が片方にやや傾いているさま。
갸우뚱갸우뚱	ぐらぐら	「부사」		物体があっちこっちに傾き、揺れるさま。
갸우뚱갸우뚱하다	かたむいている【傾いている】	「형용사」		複数のものが片方にやや傾いている。
갸우뚱하다	ななめだ【斜めだ】	「형용사」		物が一方にやや傾いている。
갸웃	かしげて【傾げて】	「부사」		首や体を片方にやや傾げるさま。
갸웃갸웃	かしげて【傾げて】	「부사」		首を体ををあっちこっちしきりに傾げるさま。
갸웃갸웃하다	かしげる【傾げる】	「형용사」		複数のものが片方に少し傾いている。
갸웃하다	ななめだ【斜めだ】	「형용사」		一方に少し傾いている。
거	1.もの【物】 2. 3.の 4.の 5.	「의존 명사」		ある物事や現象、または事実。 人や動物を見下していう語。 その人の所有であることを表す語。 話し手の確信や決定、決心などを表す語。 話し手の推測や所信などを表す語。
거	1.それ 2.それ。あれ 3.そのひと【その人】。あのひと【あの人】 4.そのこ【その子】。あのこ【あの子】	「대명사」		聞き手の近くにあるか聞き手が考えている物事をさす語。 前の話で話題になった対象をさす語。 その人やあの人を卑しめていう語。 その子やあの子をいつくしんでいう語。
거	そこ。そちら	「대명사」		そこ。そちら。
거개	ほとんど。だいたい【大体】	「부사」		大体全て。
거국적	きょこくてき【挙国的】。くにをあげて【国を挙げて】	「관형사」		国民すべて一体となって参加するさま。 
거금	いまから【今から】	「부사」		現在を基準に過去のある時期まで遡って。
거기	1.そこ。そちら。 2.そこ。そちら。あそこ。あちら。 3.それ。あれ 4.あなた。あんた。おまえ【お前】	「대명사」		聞き手に近い場所をさす語。 前の話で話題になった場所をさす語。 前の話で話題になった対象をさす語。 話し相手のことを卑しめていう語。
거꾸로	ぎゃくに【逆に】	「부사」		順序、方向、位置が反対になるように。
거나	たり。とか	「조사」		どれを選択しても差がない2つ以上のことを並べる時に使う助詞。
거나하다	ほろよいかげんだ【ほろ酔い加減だ】	「형용사」		酒などにかなり酔っている状態にある。
